ticket_id,created_at,resolved_at,channel,agent_id,category,priority,status,subject,body,resolution_note,word_count,product,company,language,region,severity,tags,root_cause,knowledge_article,customer_satisfaction,conversation
TK-000182,2026-04-23 03:48:44,2026-04-24 23:48:44,social_media,AGT-020,shipping,high,resolved,Missing item from multi-item order,"I need to change the delivery address for order #42136 before it ships. New address: PSC 7610, Box 8143, APO AA 50795.",Rescheduled pickup with courier. Customer confirmed pickup completed.,22,Web Platform,Cisco,English,UAE,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: I need to change the delivery address for order #42136 before it ships. New address: PSC 7610, Box 8143, APO AA 50795.
Support: Rescheduled pickup with courier. Customer confirmed pickup completed."
TK-000829,2026-05-18 04:06:51,,web_form,AGT-011,shipping,medium,open,Order shipped to wrong address,I received a completely wrong item. I ordered Triple-buffered responsive algorithm but received something else entirely. Order #17012.,,18,CRM System,Oracle,English,Egypt,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: I received a completely wrong item. I ordered Triple-buffered responsive algorithm but received something else entirely. Order #17012.
Support: Issue is under investigation."
TK-000492,2026-03-20 21:44:45,2026-03-22 17:44:45,chat,AGT-001,technical,high,resolved,Dashboard loading very slowly,OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: lwhite@example.org.,Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable.,16,Mobile App,Microsoft,English,Germany,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: lwhite@example.org.
Support: Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable."
TK-000936,2026-01-14 22:43:26,,social_media,AGT-016,general,medium,escalated,Accessibility features available?,What are your customer support hours and response time commitments?,,10,Desktop Client,Oracle,Arabic,Germany,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: What are your customer support hours and response time commitments?
Support: Issue is under investigation."
TK-000626,2026-01-27 06:12:29,2026-01-29 10:12:29,phone_callback,AGT-015,product,medium,resolved,Compatibility question about Stripe,The docs for mobile notifications are outdated – the screenshots don't match the current UI.,Provided step-by-step guide for SSO login and shared link to updated documentation.,15,Cloud Dashboard,Cisco,English,Saudi Arabia,Critical,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: The docs for mobile notifications are outdated – the screenshots don't match the current UI.
Support: Provided step-by-step guide for SSO login and shared link to updated documentation."
TK-000422,2026-06-13 22:44:34,,email,AGT-003,shipping,low,escalated,Order #95164 not delivered after 26 days,I scheduled a return pickup 8 days ago but the courier never showed up.,,14,Payment API,Amazon,Arabic,Saudi Arabia,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: I scheduled a return pickup 8 days ago but the courier never showed up.
Support: Issue is under investigation."
TK-000941,2026-04-18 21:18:38,,chat,AGT-010,product,low,in_progress,Is audit logs available on the mobile app?,Do you have a video tutorial or step-by-step guide for setting up SSO login?,,14,Payment API,IBM,Arabic,Germany,Minor,product,Missing documentation,Provide product documentation and user guide.,,"Customer: Do you have a video tutorial or step-by-step guide for setting up SSO login?
Support: Issue is under investigation."
TK-000427,2026-01-14 13:43:58,,social_media,AGT-001,shipping,high,escalated,Order shipped to wrong address,I scheduled a return pickup 2 days ago but the courier never showed up.,,14,Desktop Client,Intel,Arabic,Germany,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: I scheduled a return pickup 2 days ago but the courier never showed up.
Support: Issue is under investigation."
TK-000751,2026-05-01 23:46:42,,chat,AGT-016,technical,medium,escalated,File upload fails for files over 100MB,The dashboard takes over 92 seconds to load. This is affecting our team's productivity.,,14,Web Platform,Cisco,English,Saudi Arabia,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: The dashboard takes over 92 seconds to load. This is affecting our team's productivity.
Support: Issue is under investigation."
TK-000632,2026-03-15 07:16:24,2026-03-17 01:16:24,social_media,AGT-003,account,low,closed,Need to update email address on file,I want to close my account permanently but the delete option is greyed out in settings.,Sent email change verification link. Customer confirmed update completed.,16,CRM System,Intel,Arabic,USA,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",4.0,"Customer: I want to close my account permanently but the delete option is greyed out in settings.
Support: Sent email change verification link. Customer confirmed update completed."
TK-000445,2026-06-24 20:50:43,2026-06-26 03:50:43,chat,AGT-019,general,low,resolved,How do I get started?,We have a team of 17418 users. Can you provide custom/enterprise pricing?,Shared SLA document outlining support hours and response time commitments by plan tier.,12,Web Platform,Cisco,English,UAE,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,3.0,"Customer: We have a team of 17418 users. Can you provide custom/enterprise pricing?
Support: Shared SLA document outlining support hours and response time commitments by plan tier."
TK-000152,2026-05-19 06:21:50,2026-05-21 15:21:50,web_form,AGT-010,shipping,medium,closed,Missing item from multi-item order,My order #24295 was supposed to arrive 30 days ago but I still haven't received it. Tracking: TK-028671.,Missing item located in warehouse. Shipped separately with tracking. Customer confirmed receipt.,18,Payment API,Google,English,Saudi Arabia,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: My order #24295 was supposed to arrive 30 days ago but I still haven't received it. Tracking: TK-028671.
Support: Missing item located in warehouse. Shipped separately with tracking. Customer confirmed receipt."
TK-000533,2025-12-31 04:45:25,2025-12-31 15:45:25,chat,AGT-009,shipping,high,resolved,Missing item from multi-item order,My order #95214 should have contained 3 items but only 4 arrived. Missing: Proactive neutral middleware.,Missing item located in warehouse. Shipped separately with tracking. Customer confirmed receipt.,16,Web Platform,Amazon,Arabic,USA,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: My order #95214 should have contained 3 items but only 4 arrived. Missing: Proactive neutral middleware.
Support: Missing item located in warehouse. Shipped separately with tracking. Customer confirmed receipt."
TK-000270,2026-02-09 19:40:47,2026-02-10 11:40:47,phone_callback,AGT-001,billing,low,closed,Tax exemption certificate not processed,My account shows two identical charges of $29.2 on the same date. I need a refund for the duplicate.,Verified the charge discrepancy. Issued a credit of $498.65 to the account. Customer notified.,19,Desktop Client,Dell,English,UAE,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: My account shows two identical charges of $29.2 on the same date. I need a refund for the duplicate.
Support: Verified the charge discrepancy. Issued a credit of $498.65 to the account. Customer notified."
TK-000977,2026-04-23 02:10:10,2026-04-24 17:10:10,social_media,AGT-003,billing,medium,resolved,Double billing issue,My account shows two identical charges of $94.5 on the same date. I need a refund for the duplicate.,Verified the charge discrepancy. Issued a credit of $469.74 to the account. Customer notified.,19,Cloud Dashboard,Dell,Arabic,UK,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: My account shows two identical charges of $94.5 on the same date. I need a refund for the duplicate.
Support: Verified the charge discrepancy. Issued a credit of $469.74 to the account. Customer notified."
TK-000446,2026-05-11 01:22:27,2026-05-12 01:22:27,social_media,AGT-015,shipping,medium,resolved,Package arrived damaged,My order was delivered to an old address even though I updated my address before placing the order.,Investigated: address was cached from previous order. Refund issued; reshipment to correct address.,18,Cloud Dashboard,Oracle,Arabic,Germany,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: My order was delivered to an old address even though I updated my address before placing the order.
Support: Investigated: address was cached from previous order. Refund issued; reshipment to correct address."
TK-000519,2026-04-22 14:13:12,2026-04-23 17:13:12,phone_callback,AGT-011,billing,low,closed,Incorrect charge on my invoice,I was charged $445.1 on 2026-05-29 but this does not match my plan. My account email is brian15@example.org. Please review and correct.,Updated invoice to reflect correct pricing. Sent amended invoice to customer.,22,Desktop Client,Intel,Arabic,USA,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",4.0,"Customer: I was charged $445.1 on 2026-05-29 but this does not match my plan. My account email is brian15@example.org. Please review and correct.
Support: Updated invoice to reflect correct pricing. Sent amended invoice to customer."
